positive,negative,label
7.630,-11.71,0
3.51,-1.08,1
84.90,-38.500,0
8.33,-14.88,0
35.42,-30.20,0
138.170,-76.710,0
27.92,-6.45,1
23.810,-21.860,0
52.080,-30.640,0
257.460,-126.800,1
3.78,-0.98,0
13.27,-12.57,0
12.600,-9.39,0
60.540,-27.620,1
16.85,-3.95,0
107.04,-19.930,1
28.87,-38.630,1
0.69,-3.40,0
26.49,-12.05,1
9.85,-12.38,0
19.91,-5.74,0
24.330,-13.280,0
21.810,-16.60,0
36.120,-34.95,0
13.78,-8.03,1
30.35,-32.510,0
19.28,-16.41,0
40.81,-10.690,1
14.040,-2.91,1
10.220,-1.39,1
6.79,-10.93,0
61.540,-32.31,1
23.83,-19.96,0
39.77,-23.070,1
17.21,-3.69,1
5.37,-9.55,0
6.59,-7.76,1
39.850,-23.570,0
33.11,-16.310,0
12.91,-8.21,1
114.960,-78.360,1
5.51,-16.02,0
64.13,-30.220,1
93.770,-22.530,1
5.82,-12.41,1
17.570,-27.100,0
2.35,-1.22,0
23.26,-7.960,0
13.96,-12.96,0
0,-4.66,0
3.99,-12.730,0
56.300,-14.37,1
37.35,-8.23,1
64.320,-44.720,1
18.260,-3.55,1
6.99,-6.33,0
38.05,-25.700,0
15.61,-1.15,1
17.120,-22.24,0
21.97,-5.850,0
3.70,-2.000,0
6.07,-27.22,0
6.46,-1.87,0
217.350,-117.410,1
11.71,-2.72,0
94.680,-74.89,0
9.09,-2.69,0
43.340,-40.930,0
10.33,-8.88,1
34.24,-31.79,0
72.550,-72.290,0
143.300,-86.920,1
13.020,-24.580,0
21.770,-20.04,0
3.380,-0.96,0
28.79,-7.30,1
8.45,-11.140,0
12.45,-16.54,0
14.77,-10.23,0
3.90,-2.52,1
24.670,-5.55,1
44.12,-26.36,1
24.30,-29.770,0
20.780,-9.23,1
2.43,-1.13,1
36.88,-10.88,0
29.65,-26.64,0
35.27,-7.29,1
17.700,-21.060,0
60.60,-33.400,1
11.510,-5.74,1
8.26,-5.050,0
27.56,-11.37,1
36.95,-47.420,0
24.24,-4.01,1
44.510,-27.83,1
49.64,-34.74,0
20.25,-11.24,1
1.090,-6.83,0
85.410,-33.420,1
4.40,-2.46,0
36.250,-43.32,0
17.99,-2.69,1
8.830,-8.760,0
9.94,-5.48,1
26.08,-30.73,0
33.900,-16.380,0
88.090,-33.080,1
32.97,-13.92,0
61.170,-40.690,0
59.35,-23.16,1
10.64,-8.640,0
194.620,-161.480,0
171.070,-144.810,0
18.65,-6.70,1
6.81,-7.90,1
35.81,-4.31,1
68.820,-37.13,1
56.98,-56.690,0
22.900,-17.890,0
24.520,-14.40,0
98.920,-61.560,0
25.930,-28.08,0
61.43,-21.09,1
0.87,-7.54,1
48.860,-20.060,1
111.660,-57.070,1
29.370,-16.55,0
4.34,-8.230,0
10.930,-18.33,0
3.03,-3.65,0
25.480,-26.90,0
0.69,-3.83,0
126.940,-90.07,1
16.37,-2.26,1
93.860,-52.350,1
90.880,-48.46,1
9.880,-5.600,0
31.470,-32.81,0
60.600,-46.310,1
55.730,-15.190,1
46.08,-7.63,1
5.07,-2.06,1
7.05,-6.36,0
2.27,-5.11,1
104.250,-27.72,1
22.11,-11.13,1
21.91,-13.23,0
8.33,-23.36,0
40.430,-14.92,1
35.520,-9.75,1
20.150,-26.28,0
47.040,-23.440,0
21.66,-14.940,0
20.51,-9.330,0
9.63,-25.06,0
49.36,-19.81,0
11.79,-18.38,0
51.340,-46.440,1
11.06,-8.80,1
53.99,-19.620,1
16.77,-22.57,0
50.290,-15.08,1
65.940,-47.910,0
36.10,-27.670,0
30.470,-17.920,0
217.970,-55.970,1
4.35,-9.46,0
59.500,-39.77,0
13.000,-2.09,0
40.940,-68.570,0
35.520,-56.68,0
20.50,-5.68,1
56.12,-29.79,1
45.010,-10.70,1
50.680,-15.05,1
20.87,-13.030,1
6.20,-7.54,0
10.10,-15.61,0
41.25,-12.50,0
61.700,-71.360,0
5.12,-3.67,1
6.590,-11.32,1
61.770,-55.90,0
34.34,-9.33,1
42.50,-14.37,1
75.820,-32.54,1
171.600,-119.240,1
42.650,-29.11,0
14.450,-2.540,1
31.11,-19.89,0
17.21,-28.800,0
19.380,-22.57,1
9.21,-9.34,0
10.73,-4.41,1
31.040,-21.71,1
44.39,-25.350,1
76.22,-34.88,1
25.19,-13.170,0
5.94,-4.10,0
9.47,-12.800,0
3.49,-1.71,1
11.55,-13.21,0
53.610,-8.010,1
40.45,-19.88,0
38.680,-19.610,1
8.50,-2.87,0
2.73,-0.96,1
1.560,-3.02,1
84.730,-53.400,1
6.59,-1.97,1
76.210,-77.530,0
53.480,-35.570,1
65.810,-28.59,0
37.990,-23.86,1
29.780,-25.900,1
50.630,-14.890,1
1.20,-2.88,1
4.06,-0.6,1
205.590,-104.620,1
28.39,-36.93,0
47.730,-9.50,1
5.85,-11.81,0
5.92,-2.83,1
72.640,-27.66,1
7.09,-8.60,0
41.250,-15.19,1
56.450,-40.410,0
65.400,-36.20,1
20.57,-19.950,0
10.890,-7.39,1
4.18,-4.63,0
2.52,-3.51,1
23.28,-18.070,0
22.47,-17.390,0
9.63,-4.73,0
39.46,-29.870,1
21.13,-6.07,1
43.090,-42.76,0
61.620,-26.15,1
1.15,-5.60,1
103.890,-54.77,1
109.31,-23.310,1
88.05,-42.390,1
78.21,-31.74,1
57.57,-15.36,1
50.35,-39.380,0
16.05,-8.88,0
5.87,-3.40,1
62.200,-33.310,1
89.730,-20.740,1
40.94,-28.33,0
34.840,-18.70,1
36.48,-29.90,0
2.260,0,1
6.54,-12.42,1
7.32,-0.80,1
7.53,-18.770,0
66.760,-18.17,1
42.70,-15.740,1
99.610,-60.020,0
2.77,-1.82,0
401.030,-310.970,0
10.140,-9.20,0
14.09,-10.49,0
146.040,-160.200,1
91.920,-69.450,0
49.910,-57.720,0
112.140,-40.950,1
4.02,-1.490,1
21.29,-14.430,1
4.13,-7.51,0
91.090,-32.350,1
38.90,-44.920,0
58.120,-31.250,0
16.890,-10.82,1
28.44,-20.95,0
57.72,-18.65,0
82.110,-41.440,1
18.220,-18.500,0
3.25,-7.08,0
10.860,-23.47,0
42.46,-32.250,0
111.85,-35.310,1
0,-0.950,0
48.98,-19.12,0
26.88,-27.590,0
24.010,-40.88,0
106.040,-80.230,0
30.430,-25.540,0
25.11,-20.260,0
5.680,-14.170,0
76.730,-34.320,0
46.510,-14.50,1
86.350,-45.990,0
39.940,-30.41,0
93.350,-84.930,0
46.890,-12.270,1
39.600,-25.75,1
22.82,-17.04,1
20.54,-18.73,1
112.280,-76.000,0
13.940,-2.220,1
68.540,-35.550,1
23.36,-23.46,0
48.050,-31.230,0
8.21,-1.93,1
67.65,-26.28,0
19.180,-20.66,0
116.240,-131.640,0
20.500,-51.51,0
21.39,-22.18,0
12.98,-6.660,1
24.15,-31.280,1
35.33,-15.43,0
10.25,-1.06,1
77.610,-40.020,1
49.910,-14.59,1
72.26,-13.860,1
37.09,-27.88,1
14.22,-4.39,1
108.980,-46.460,1
26.29,-42.08,0
93.250,-55.220,1
8.81,-3.70,1
15.18,-10.690,1
59.67,-56.43,0
45.52,-14.94,1
64.02,-106.64,0
28.32,-17.96,1
37.67,-2.20,1
52.64,-34.080,0
56.180,-47.700,1
61.510,-17.03,0
15.22,-16.91,0
104.13,-74.060,1
28.480,-40.86,0
74.430,-33.440,0
103.920,-44.630,1
22.900,-8.680,0
57.040,-41.870,0
127.46,-34.260,1
18.830,-11.44,1
48.690,-56.630,0
163.260,-71.590,1
55.460,-10.71,1
50.63,-26.540,1
58.850,-39.800,0
4.95,-4.63,0
16.17,-9.920,0
37.340,-20.38,1
206.640,-66.020,1
7.340,-4.97,1
10.01,-2.45,1
26.320,-15.850,0
8.27,-31.14,0
57.79,-20.24,1
15.17,-10.150,1
15.57,-4.700,0
50.56,-3.810,1
38.26,-27.61,1
24.05,-8.02,1
43.61,-24.81,0
45.57,-10.230,1
10.240,-2.15,1
20.930,-6.28,1
45.890,-28.640,1
22.71,-16.76,1
145.940,-120.090,0
26.41,-30.94,0
24.68,-23.57,0
165.630,-62.160,1
124.720,-63.480,1
257.370,-134.860,0
11.47,-4.30,0
3.50,0,1
12.210,-0.87,1
41.030,-17.15,1
18.28,-17.21,0
10.360,-23.220,0
11.860,-3.88,1
2.91,-1.98,1
109.040,-43.20,1
9.19,-5.67,1
13.40,-5.44,0
2.60,-1.41,1
10.40,-12.42,0
52.75,-19.70,0
2.23,0,1
20.63,-14.790,0
5.100,-8.850,0
43.68,-6.95,1
12.250,-14.360,0
27.56,-14.810,0
109.60,-59.570,0
52.09,-41.48,0
21.75,-4.33,1
98.240,-53.560,0
33.08,-7.520,1
29.50,-12.97,1
19.71,-6.290,1
36.420,-21.08,0
63.76,-43.800,0
33.540,-18.120,1
30.64,-19.000,1
77.570,-42.57,1
5.79,-9.71,0
40.210,-47.130,0
0.560,-2.80,0
8.62,-6.52,0
95.730,-67.870,0
20.83,-14.63,0
147.180,-156.050,0
9.07,-4.370,1
24.13,-7.34,1
30.39,-7.560,1
44.31,-11.27,0
4.87,-5.12,1
129.760,-80.720,1
233.260,-131.230,0
38.47,-15.97,1
21.71,-14.20,0
0.75,-6.92,0
177.150,-82.16,1
36.250,-7.660,1
5.44,-2.75,1
14.76,-5.830,0
4.17,-3.10,1
34.290,-16.13,1
115.940,-75.070,0
15.58,-12.01,1
85.99,-39.950,0
8.300,-15.05,0
29.780,-29.250,0
44.16,-27.73,1
6.82,-8.130,1
74.890,-66.720,0
37.16,-89.680,0
52.52,-47.710,0
10.03,-7.51,1
18.16,-23.700,0
61.320,-16.74,1
43.090,-32.700,0
31.21,-7.63,0
11.41,-6.62,1
14.610,-7.89,1
6.62,-5.14,1
12.04,-2.58,1
104.640,-69.560,1
55.760,-21.88,1
75.570,-111.370,0
10.13,-35.29,0
4.46,-3.55,0
19.710,-16.280,0
12.46,-7.320,1
24.57,-23.030,0
85.67,-77.370,0
26.77,-17.680,0
7.32,-1.42,0
13.87,-4.83,0
108.79,-60.240,1
19.30,-20.33,1
59.86,-27.260,1
25.390,-9.89,1
31.11,-5.71,1
19.39,-7.47,1
6.61,-3.89,0
64.920,-33.900,0
24.540,-5.40,1
17.42,-14.14,1
34.04,-31.04,1
49.080,-7.31,1
3.37,-12.55,0
28.530,-14.640,1
9.24,-7.600,0
12.79,-17.49,0
24.19,-1.51,1
10.31,-10.690,0
7.61,-2.90,1
196.090,-148.750,0
0,-0.37,0
43.86,-10.50,1
16.380,-19.45,0
1.34,-6.27,0
83.370,-66.110,0
20.22,-39.290,0
21.630,-17.34,1
40.20,-11.74,1
28.64,-17.53,1
104.500,-87.990,1
168.20,-40.12,1
32.91,-36.510,0
147.530,-90.520,0
38.88,-9.030,1
25.03,-10.950,1
32.540,-13.26,0
21.91,-12.91,1
41.87,-22.28,1
68.110,-19.160,1
3.21,-6.52,0
31.10,-6.01,1
45.200,-34.61,0
34.86,-42.190,0
27.36,-17.98,0
6.99,-0.92,1
118.70,-24.960,1
24.12,-16.34,0
66.600,-65.59,1
17.34,-0.94,1
168.240,-88.560,1
59.92,-18.59,1
6.770,-8.15,0
60.40,-39.38,0
8.870,-1.97,1
17.19,-6.93,1
31.64,-17.400,0
7.03,-0.82,1
22.600,-7.44,1
50.47,-28.600,1
5.12,-9.71,0
26.65,-25.790,1
15.81,-17.63,0
12.02,-3.170,1
36.490,-26.73,0
13.45,-15.640,0
18.690,-28.69,0
69.360,-12.14,1
62.17,-46.00,0
27.20,-40.030,0
16.69,-3.45,1
20.10,-7.850,0
16.17,-4.35,1
107.840,-37.95,1
12.150,-15.490,0
51.820,-35.26,0
32.08,-32.620,0
37.02,-21.03,1
118.480,-92.490,1
14.33,-6.250,1
3.120,-1.10,1
80.060,-28.61,1
9.590,-3.330,0
114.830,-108.180,0
14.10,-7.23,1
109.03,-26.30,1
0,-0.86,0
29.00,-19.68,1
32.41,-21.30,0
11.28,-5.09,1
8.99,-4.990,1
51.40,-2.71,1
19.330,-9.15,1
99.570,-93.37,0
36.59,-15.06,0
26.03,-27.360,1
45.44,-10.94,1
26.470,-23.47,0
49.660,-27.61,0
40.740,-7.36,1
12.60,-0.71,1
23.290,-11.220,0
7.15,-2.17,1
1.83,-9.03,0
71.22,-60.52,0
16.71,-15.97,0
26.18,-16.36,1
0.63,-1.38,0
18.29,-3.38,0
33.590,-18.79,0
12.48,-2.09,1
26.70,-8.260,1
86.950,-57.550,0
26.22,-21.23,1
42.340,-21.60,1
39.140,-9.89,1
39.85,-10.18,1
49.130,-29.150,1
6.60,-5.33,0
21.24,-4.84,1
12.490,-7.45,1
8.30,-0.42,1
3.21,-11.61,0
22.94,-15.080,0
41.71,-37.160,0
79.97,-30.680,1
13.460,-4.260,1
37.960,-11.30,1
282.710,-255.500,0
33.480,-3.43,1
45.370,-18.820,0
37.280,-26.96,1
144.550,-162.990,0
7.340,-19.09,0
40.64,-28.33,0
45.640,-19.720,1
57.90,-28.82,0
19.59,-4.97,1
31.23,-46.44,0
5.97,-1.05,1
8.01,-3.58,0
22.550,-28.500,0
17.46,-11.50,1
18.040,-41.520,0
44.780,-14.97,1
93.220,-52.030,1
25.39,-14.30,1
64.240,-33.690,1
10.000,-6.83,0
68.330,-43.810,0
84.040,-93.840,0
36.31,-23.78,0
32.15,-56.84,0
48.030,-46.980,0
142.270,-72.940,0
158.820,-137.980,1
23.02,-9.02,0
31.490,-7.970,1
22.18,-8.52,1
22.39,-16.92,0
2.810,-9.970,0
12.900,-19.730,0
7.97,-3.78,1
48.420,-22.470,0
5.17,-2.76,1
41.98,-8.80,1
88.170,-72.170,1
4.93,-4.70,1
23.55,-11.96,0
20.36,-2.74,1
17.92,-19.38,0
29.33,-17.86,0
19.72,-8.75,1
9.85,-4.79,0
22.020,-21.56,1
27.33,-19.95,0
42.370,-32.43,0
7.82,-9.33,0
94.520,-85.280,1
24.97,-14.07,0
31.330,-9.900,1
12.90,-5.31,0
7.02,-0.94,1
71.56,-14.070,1
33.95,-19.16,0
91.77,-49.880,1
14.790,-7.940,1
69.000,-37.85,0
32.070,-27.21,0
28.630,-18.15,1
25.990,-23.910,0
15.79,-23.940,0
24.82,-31.48,0
214.360,-54.260,0
34.270,-44.770,0
18.350,-20.39,1
38.51,-29.54,0
50.070,-10.28,0
6.53,-4.25,1
7.33,-2.39,1
17.16,-1.60,1
0,-9.21,0
14.64,-11.380,0
47.720,-19.67,0
102.840,-72.160,0
10.70,-5.92,1
15.66,-4.35,1
83.800,-24.400,1
1.13,-6.86,0
30.74,-3.410,1
221.820,-184.380,0
11.07,-13.07,0
76.410,-46.140,0
97.82,-24.040,0
1.90,-3.30,0
24.10,-10.02,1
14.380,-7.84,1
28.89,-21.89,0
16.970,-5.300,1
14.92,-1.45,1
44.960,-46.95,1
23.18,-9.55,0
18.02,-13.77,0
2.87,-6.46,0
38.060,-13.870,1
17.92,-13.11,1
29.670,-4.72,0
9.42,-6.74,1
50.10,-30.44,1
25.76,-20.88,1
9.73,-2.51,1
8.09,-1.24,1
13.17,-10.52,0
2.99,-1.13,1
0.880,-2.140,1
3.64,-1.91,0
11.50,-7.60,1
3.21,-3.280,1
63.62,-35.00,1
39.41,-23.94,0
10.220,-6.75,1
10.96,-18.45,0
8.64,-10.33,0
13.94,-0.61,1
16.740,-8.69,1
29.78,-5.42,1
19.85,-24.78,0
71.730,-58.72,0
14.87,-24.07,0
17.29,-21.64,1
54.090,-41.87,0
231.260,-97.64,1
19.39,-12.91,1
132.400,-68.69,1
71.420,-78.76,0
5.07,-5.12,0
1.87,-3.32,0
5.60,-1.150,1
74.100,-82.070,0
25.91,-2.17,1
10.06,-20.84,0
32.63,-14.35,1
15.66,-20.870,0
23.04,-28.740,0
58.18,-32.820,1
30.640,-8.340,1
2.250,-9.230,0
17.220,-14.920,0
30.26,-12.24,1
53.430,-82.710,1
50.06,-51.58,0
6.46,-17.84,0
28.810,-9.56,1
70.12,-60.200,0
55.08,-7.48,1
6.28,-2.56,0
27.630,-18.87,0
6.31,-6.87,1
14.48,-15.54,1
29.03,-4.31,1
17.180,-16.61,1
26.400,-26.170,0
33.45,-3.35,1
23.05,-14.99,1
24.320,-5.97,1
30.63,-14.33,0
35.250,-19.25,1
58.660,-28.830,1
4.22,-4.75,1
5.41,-3.62,0
58.89,-31.43,0
13.71,-6.190,1
118.00,-37.520,1
11.90,-10.400,1
60.06,-8.01,1
34.220,-25.11,0
5.39,0,1
77.240,-56.720,0
15.47,-9.810,0
51.780,-15.250,1
25.75,-21.46,0
49.660,-23.40,0
93.42,-86.92,0
42.73,-22.770,1
10.600,-20.65,0
26.41,-47.72,0
25.71,-24.050,0
15.530,-12.00,0
3.02,-2.51,1
26.44,-12.500,1
11.20,-15.46,0
26.41,-2.02,1
6.740,-1.57,1
16.30,-3.70,1
11.70,-1.33,1
7.00,-5.070,0
18.69,-39.70,0
16.45,-4.62,1
42.60,-14.81,1
23.26,-39.65,0
31.390,-51.03,0
10.83,-1.76,0
24.01,-21.140,0
151.870,-163.000,0
34.24,-16.67,0
197.460,-90.180,1
25.730,-14.98,0
6.87,-19.61,0
26.360,-13.72,0
20.96,-27.900,1
51.550,-74.640,0
10.30,-3.86,1
141.390,-44.170,1
15.56,-5.16,0
8.87,-1.95,1
124.100,-72.130,0
54.870,-28.80,1
71.800,-84.570,0
14.08,-6.56,1
12.96,-8.620,0
45.62,-12.54,1
4.84,-3.50,0
13.02,-12.32,0
44.900,-39.520,1
23.160,-18.34,1
15.17,-1.21,1
91.040,-80.160,0
1.60,-2.46,1
50.48,-39.42,0
29.29,-12.48,1
10.22,-1.45,1
31.70,-34.14,0
92.140,-65.050,1
44.73,-44.690,0
36.350,-17.20,1
61.170,-18.160,1
26.220,-16.25,0
31.880,-20.13,1
12.63,-3.02,1
51.230,-53.010,0
22.80,-12.58,1
187.280,-67.09,1
49.60,-22.60,0
70.910,-56.69,0
4.26,-4.70,0
84.140,-35.090,1
14.36,-1.72,1
22.870,-23.30,0
40.910,-20.720,1
5.88,-3.23,0
5.570,-1.32,0
23.20,-7.300,1
4.78,-3.06,1
61.12,-35.260,0
80.95,-45.750,1
36.38,-7.08,1
6.94,-9.770,1
8.37,-11.14,0
4.59,-12.36,0
50.830,-40.350,1
75.52,-40.730,1
1.120,-5.67,0
14.62,-5.660,1
17.13,-10.310,0
77.36,-29.770,1
33.630,-18.82,0
113.840,-77.480,0
50.49,-13.46,1
0.740,-2.870,0
92.440,-47.300,0
40.22,-22.470,0
20.09,-8.33,0
9.64,-1.83,1
22.54,-2.000,1
10.75,-3.21,0
75.88,-43.620,0
69.240,-38.660,0
64.820,-29.780,0
16.37,-2.21,1
99.290,-75.870,0
46.78,-13.52,0
32.09,-33.960,0
27.99,-2.36,1
4.42,-3.38,0
35.33,-19.52,0
8.18,-2.64,1
34.58,-0.59,1
13.61,-3.46,0
40.43,-8.79,1
6.17,-1.21,1
93.800,-60.270,0
169.63,-121.090,0
71.000,-22.850,1
106.610,-50.260,1
71.510,-38.210,1
135.200,-64.530,0
18.41,-13.920,1
60.920,-72.530,0
15.60,-17.61,0
57.300,-12.41,1
22.21,-7.97,1
10.17,-22.73,0
14.89,-13.56,1
29.040,-5.76,1
39.850,-8.64,1
22.320,-16.83,0
71.640,-11.150,1
60.790,-41.90,0
44.420,-48.80,0
76.610,-15.760,1
57.020,-21.730,1
12.97,-14.40,0
25.14,-16.96,1
42.000,-15.52,1
67.240,-105.950,0
105.810,-27.050,1
11.09,-2.95,1
40.540,-9.390,1
5.08,-3.24,1
24.91,-20.45,0
34.98,-6.820,0
16.07,-1.28,1
9.59,-8.92,0
12.27,-3.75,0
49.40,-39.240,0
12.75,-5.66,0
115.510,-69.290,1
11.38,-6.46,0
202.640,-108.740,1
15.26,-9.22,1
63.670,-27.450,1
59.54,-19.080,0
10.070,-10.790,0
22.400,-11.58,0
3.34,-3.09,0
43.21,-15.51,1
2.60,-6.50,0
30.58,-23.490,0
72.850,-33.640,1
19.00,-12.410,0
20.88,-1.03,0
23.94,-4.40,1
38.390,-40.600,0
75.000,-73.51,0
23.000,-8.49,0
15.48,-15.630,0
9.08,-8.78,0
109.62,-35.040,1
86.36,-26.750,1
119.790,-86.630,0
87.920,-31.430,1
33.20,-37.33,0
21.790,-15.980,0
18.55,-17.31,1
16.84,-2.00,0
70.020,-39.14,1
212.280,-64.820,1
46.940,-40.64,0
119.300,-86.080,1
41.09,-12.16,1
8.79,-3.89,0
20.870,-12.20,0
18.610,-10.470,1
16.120,-7.570,1
24.86,-18.82,1
28.11,-12.87,0
209.82,-79.660,1
9.18,-6.96,0
39.15,-1.90,1
22.61,-5.28,1
51.820,-61.17,0
7.57,-11.43,0
21.55,-20.01,1
10.340,-13.42,0
0.430,-7.27,1
167.770,-28.810,1
3.24,-4.270,0
55.610,-30.170,0
30.480,-21.090,1
4.52,-2.69,1
40.11,-14.33,0
8.07,-4.79,1
31.230,-10.37,1
11.92,-1.96,0
53.54,-21.85,0
4.59,-13.00,0
15.72,0,1
19.84,-16.930,0
22.94,-16.51,0
56.730,-12.60,1
18.81,-6.08,1
67.610,-19.500,1
18.33,-25.15,1
64.00,-34.530,1
18.54,-6.780,0
35.83,-29.71,0
52.690,-67.360,0
13.22,-1.61,1
50.75,-41.100,0
44.06,-28.180,0
38.75,-24.50,0
104.790,-44.060,0
152.980,-129.410,0
25.66,-18.50,1
13.07,-11.97,1
5.29,-1.71,0
8.11,-9.53,1
27.22,-21.820,1
16.79,-1.440,0
59.580,-22.960,0
44.670,-18.960,1
7.510,-16.55,0
11.260,-2.220,1
58.85,-55.500,0
28.78,-20.82,1
4.49,-10.37,0
45.760,-29.94,0
25.38,-3.40,1
32.17,-12.610,0
82.89,-52.420,1
93.290,-72.770,0
64.81,-41.44,0
14.39,-12.590,0
8.01,-1.99,1
13.25,-17.74,0
24.50,-18.45,1
10.51,-0.83,1
54.33,-43.87,0
29.780,-24.510,0
7.63,-4.26,1
23.75,-14.31,1
41.81,-32.33,0
70.01,-58.800,0
96.51,-62.260,0
15.26,-7.15,0
26.490,-15.12,1
7.79,-9.14,0
43.13,-17.06,1
15.11,-6.36,1
54.580,-24.57,0
67.010,-14.31,1
48.56,-25.210,1
10.870,-29.88,0
65.820,-30.14,1
45.83,-20.99,1
21.070,-43.300,0
8.18,-2.34,0
17.65,-10.66,0
0.690,-1.490,1
10.04,-21.13,0
71.54,-51.67,0
35.850,-48.610,0
71.20,-83.480,0
20.37,-12.35,0
49.730,-79.940,0
11.95,-1.57,1
85.030,-86.480,1
25.11,-30.440,0
25.03,-23.900,0
177.720,-84.550,1
169.030,-112.870,0
110.75,-101.880,0
29.17,-17.82,0
38.19,-25.160,0
193.340,-107.530,1
9.96,-0.25,0
44.06,-13.07,1
8.840,-7.27,0
13.51,-11.29,0
42.60,-15.35,0
57.93,-41.430,1
39.34,-11.050,0
28.09,-26.97,1
10.35,-9.72,0
12.62,-1.18,1
29.31,-10.52,0
78.070,-33.830,0
54.92,-45.800,1
18.370,-25.130,0
8.72,-0.480,1
52.050,-23.130,1
50.910,-84.240,0
158.400,-111.770,1
2.15,0,1
3.230,-10.00,0
40.91,-24.96,1
9.93,-13.52,0
75.820,-34.600,0
25.530,-47.250,0
25.24,-12.91,1
16.450,-6.89,1
64.27,-47.97,0
41.84,-54.390,0
13.30,-9.52,1
12.260,-23.580,0
32.900,-11.340,1
47.00,-10.38,1
24.00,-7.29,1
10.74,-11.38,1
193.980,-178.020,0
0.34,-3.890,0
17.75,-23.47,0
26.52,-4.19,1
20.31,-17.41,1
6.75,-1.90,0
97.83,-49.88,1
4.30,-8.58,1
20.16,-26.59,0
135.09,-94.900,1
19.38,-28.20,0
1.70,-2.71,0
6.38,-10.07,0
17.430,-13.620,0
41.980,-37.320,0
95.080,-63.490,1
8.37,-1.98,1
6.11,-5.77,0
56.190,-22.50,1
55.320,-7.59,1
10.93,-11.04,0
110.100,-91.110,0
22.540,-4.220,1
33.78,-7.70,1
61.56,-31.790,1
102.470,-53.960,0
81.54,-70.990,0
21.61,-6.730,0
8.75,-10.09,0
19.96,-7.66,1
21.08,-20.680,0
13.99,-12.18,0
14.65,-8.330,1
23.69,-5.49,1
6.17,-7.36,1
8.42,-5.980,1
57.240,-20.68,0
34.70,-24.21,1
16.040,-20.190,1
88.500,-50.340,1
56.750,-41.200,1
50.040,-10.30,1
25.79,-21.100,0
6.700,-12.530,0
127.330,-62.670,0
2.470,-4.83,1
41.67,-9.770,1
14.85,-18.72,0
0.37,-2.32,0
170.840,-154.550,0
36.16,-9.520,1
14.11,-4.79,1
13.21,-4.34,0
9.990,-1.35,1
42.63,-10.600,1
10.45,-5.26,1
113.400,-121.710,0
38.840,-45.150,0
38.980,-11.99,1
14.04,-1.22,1
213.840,-112.260,0
33.43,-27.400,0
19.260,-25.520,0
2.08,-5.08,0
19.48,-8.62,1
5.80,-0.33,1
39.62,-17.250,0
45.76,-23.62,1
4.65,-2.65,0
51.330,-31.300,1
14.76,-27.50,0
11.36,-6.52,0
19.490,-9.64,1
10.85,-12.45,0
39.610,-30.980,0
45.12,-15.24,0
41.97,-47.74,0
159.590,-101.450,0
92.700,-47.42,0
33.41,-12.63,0
83.56,-11.91,1
32.41,-33.780,0
21.950,-18.110,0
54.680,-65.37,0
139.260,-59.990,1
20.010,-7.64,1
47.650,-23.230,0
45.70,-8.02,0
30.200,-48.720,0
8.53,-8.82,1
70.49,-22.88,0
18.54,-7.71,0
24.15,-8.48,1
26.72,-33.560,0
132.910,-23.78,1
133.140,-104.040,0
6.38,-5.09,1
53.97,-37.10,1
34.55,-30.05,0
15.72,-8.56,1
75.420,-39.400,1
2.09,-1.87,1
8.160,-2.59,0
2.43,-3.43,1
127.830,-42.440,1
18.00,-20.00,1
13.690,-1.85,1
56.15,-66.770,0
48.590,-60.160,0
77.150,-35.640,1
87.630,-43.600,1
62.120,-50.040,0
11.69,-1.79,1
9.12,-8.06,0
18.01,-6.32,0
13.63,-4.75,1
83.57,-39.460,1
19.97,-5.970,1
40.26,-15.81,1
32.690,-39.850,0
57.600,-14.21,1
48.26,-22.260,1
2.380,-6.22,1
113.930,-76.570,1
55.960,-36.030,1
15.70,-9.490,1
24.41,-15.500,1
21.85,-10.65,1
69.150,-78.350,0
11.99,-6.870,0
97.91,-12.35,1
72.590,-19.02,0
3.37,-0.59,0
138.96,-148.060,0
19.350,-24.250,0
7.05,-5.28,0
25.030,-17.440,0
1.27,-5.80,0
26.220,-29.36,0
98.43,-12.500,1
40.480,-31.560,0
195.360,-204.140,0
15.10,-0.93,1
25.970,-9.96,1
42.15,-14.360,1
45.84,-53.730,0
101.590,-56.750,0
3.34,-0.55,1
5.14,-8.05,0
53.360,-40.74,0
213.790,-33.640,1
24.23,-13.77,1
44.220,-44.370,0
54.26,-28.810,1
84.610,-54.790,0
48.930,-33.53,0
68.460,-21.58,1
4.630,-4.870,1
2.79,-3.52,0
29.650,-6.640,1
35.81,-1.58,1
6.47,-9.18,0
19.56,-31.160,0
18.760,-17.30,0
17.140,-16.19,0
43.120,-26.130,1
3.03,-0.53,0
53.85,-8.81,1
47.510,-31.660,1
30.25,-8.900,1
59.48,-10.200,1
22.80,-3.44,0
58.15,-39.81,0
24.49,-27.560,0
16.32,-3.35,1
72.80,-26.210,0
28.67,-45.580,0
11.86,-8.37,0
26.81,-6.500,0
10.65,-9.02,0
133.220,-50.600,1
94.34,-56.42,0
75.430,-11.840,1
61.710,-16.520,1
39.44,-42.310,0
49.460,-32.280,1
109.590,-59.170,1
1.71,-3.09,0
60.05,-61.06,0
96.51,-64.28,1
90.300,-22.270,1
46.32,-17.67,1
11.82,-20.23,0
31.960,-27.410,0
36.030,-29.53,1
32.42,-12.380,0
